,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON
0,Shot Chart Detail,0022400005,21,1627751,Jakob Poeltl,1610612761,Toronto Raptors,1,10,47,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,67,163,1,0,20241112,MIL,TOR,2024-25
1,Shot Chart Detail,0022400005,23,1627751,Jakob Poeltl,1610612761,Toronto Raptors,1,10,44,Made Shot,Putback Layup Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,50,143,1,1,20241112,MIL,TOR,2024-25
2,Shot Chart Detail,0022400005,26,1627751,Jakob Poeltl,1610612761,Toronto Raptors,1,10,16,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-11,17,1,1,20241112,MIL,TOR,2024-25
3,Shot Chart Detail,0022400005,47,1641711,Gradey Dick,1610612761,Toronto Raptors,1,9,5,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,2,57,1,0,20241112,MIL,TOR,2024-25
4,Shot Chart Detail,0022400005,52,1641711,Gradey Dick,1610612761,Toronto Raptors,1,8,46,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,17,1,0,20241112,MIL,TOR,2024-25
5,Shot Chart Detail,0022400005,56,1629628,RJ Barrett,1610612761,Toronto Raptors,1,8,9,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-132,9,1,0,20241112,MIL,TOR,2024-25
6,Shot Chart Detail,0022400005,62,1629628,RJ Barrett,1610612761,Toronto Raptors,1,7,34,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-5,30,1,1,20241112,MIL,TOR,2024-25
7,Shot Chart Detail,0022400005,75,1629628,RJ Barrett,1610612761,Toronto Raptors,1,6,20,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,15,26,1,0,20241112,MIL,TOR,2024-25
8,Shot Chart Detail,0022400005,77,1628981,Bruno Fernando,1610612761,Toronto Raptors,1,6,17,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-10,30,1,1,20241112,MIL,TOR,2024-25
9,Shot Chart Detail,0022400005,86,1628449,Chris Boucher,1610612761,Toronto Raptors,1,5,36,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,241,34,1,0,20241112,MIL,TOR,2024-25
10,Shot Chart Detail,0022400005,88,1641711,Gradey Dick,1610612761,Toronto Raptors,1,5,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-137,222,1,0,20241112,MIL,TOR,2024-25
11,Shot Chart Detail,0022400005,94,1641711,Gradey Dick,1610612761,Toronto Raptors,1,5,9,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,62,41,1,1,20241112,MIL,TOR,2024-25
12,Shot Chart Detail,0022400005,101,1641711,Gradey Dick,1610612761,Toronto Raptors,1,4,42,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-227,19,1,1,20241112,MIL,TOR,2024-25
13,Shot Chart Detail,0022400005,128,1628449,Chris Boucher,1610612761,Toronto Raptors,1,3,47,Missed Shot,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,11,1,0,20241112,MIL,TOR,2024-25
14,Shot Chart Detail,0022400005,121,1630534,Ochai Agbaji,1610612761,Toronto Raptors,1,3,18,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,15,16,1,1,20241112,MIL,TOR,2024-25
15,Shot Chart Detail,0022400005,125,1628981,Bruno Fernando,1610612761,Toronto Raptors,1,2,46,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,43,59,1,1,20241112,MIL,TOR,2024-25
16,Shot Chart Detail,0022400005,142,1642347,Jamal Shead,1610612761,Toronto Raptors,1,2,11,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,25,20,1,0,20241112,MIL,TOR,2024-25
17,Shot Chart Detail,0022400005,145,1628981,Bruno Fernando,1610612761,Toronto Raptors,1,2,0,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-25,74,1,0,20241112,MIL,TOR,2024-25
18,Shot Chart Detail,0022400005,166,1642367,Jonathan Mogbo,1610612761,Toronto Raptors,1,0,45,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,5,1,0,20241112,MIL,TOR,2024-25
19,Shot Chart Detail,0022400005,171,1629628,RJ Barrett,1610612761,Toronto Raptors,1,0,42,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,2,1,0,20241112,MIL,TOR,2024-25
20,Shot Chart Detail,0022400005,161,1629628,RJ Barrett,1610612761,Toronto Raptors,1,0,3,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,22,24,1,0,20241112,MIL,TOR,2024-25
21,Shot Chart Detail,0022400005,169,1628449,Chris Boucher,1610612761,Toronto Raptors,2,11,37,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-114,105,1,1,20241112,MIL,TOR,2024-25
22,Shot Chart Detail,0022400005,190,1627751,Jakob Poeltl,1610612761,Toronto Raptors,2,10,6,Missed Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,9,1,0,20241112,MIL,TOR,2024-25
23,Shot Chart Detail,0022400005,195,1642419,Jamison Battle,1610612761,Toronto Raptors,2,9,39,Missed Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,6,1,0,20241112,MIL,TOR,2024-25
24,Shot Chart Detail,0022400005,202,1628449,Chris Boucher,1610612761,Toronto Raptors,2,9,3,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,38,27,1,1,20241112,MIL,TOR,2024-25
25,Shot Chart Detail,0022400005,231,1627751,Jakob Poeltl,1610612761,Toronto Raptors,2,7,50,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,20,108,1,0,20241112,MIL,TOR,2024-25
26,Shot Chart Detail,0022400005,235,1627751,Jakob Poeltl,1610612761,Toronto Raptors,2,7,23,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,8,1,1,20241112,MIL,TOR,2024-25
27,Shot Chart Detail,0022400005,253,1628449,Chris Boucher,1610612761,Toronto Raptors,2,6,17,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-1,34,1,1,20241112,MIL,TOR,2024-25
28,Shot Chart Detail,0022400005,278,1630534,Ochai Agbaji,1610612761,Toronto Raptors,2,4,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-153,206,1,0,20241112,MIL,TOR,2024-25
29,Shot Chart Detail,0022400005,282,1630534,Ochai Agbaji,1610612761,Toronto Raptors,2,4,49,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,9,1,0,20241112,MIL,TOR,2024-25
30,Shot Chart Detail,0022400005,299,1627751,Jakob Poeltl,1610612761,Toronto Raptors,2,3,55,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,12,40,1,0,20241112,MIL,TOR,2024-25
31,Shot Chart Detail,0022400005,307,1641711,Gradey Dick,1610612761,Toronto Raptors,2,3,12,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,107,-7,1,1,20241112,MIL,TOR,2024-25
32,Shot Chart Detail,0022400005,310,1629628,RJ Barrett,1610612761,Toronto Raptors,2,2,39,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,2,31,1,0,20241112,MIL,TOR,2024-25
33,Shot Chart Detail,0022400005,315,1641711,Gradey Dick,1610612761,Toronto Raptors,2,2,23,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-65,243,1,1,20241112,MIL,TOR,2024-25
34,Shot Chart Detail,0022400005,318,1629628,RJ Barrett,1610612761,Toronto Raptors,2,1,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-119,242,1,0,20241112,MIL,TOR,2024-25
35,Shot Chart Detail,0022400005,348,1629628,RJ Barrett,1610612761,Toronto Raptors,2,0,59,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,19,8,1,0,20241112,MIL,TOR,2024-25
36,Shot Chart Detail,0022400005,341,1628981,Bruno Fernando,1610612761,Toronto Raptors,2,0,8,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,129,129,1,0,20241112,MIL,TOR,2024-25
37,Shot Chart Detail,0022400005,356,1630534,Ochai Agbaji,1610612761,Toronto Raptors,3,11,43,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,36,71,1,0,20241112,MIL,TOR,2024-25
38,Shot Chart Detail,0022400005,358,1630534,Ochai Agbaji,1610612761,Toronto Raptors,3,11,39,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20241112,MIL,TOR,2024-25
39,Shot Chart Detail,0022400005,362,1641711,Gradey Dick,1610612761,Toronto Raptors,3,11,8,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-180,200,1,1,20241112,MIL,TOR,2024-25
40,Shot Chart Detail,0022400005,366,1641711,Gradey Dick,1610612761,Toronto Raptors,3,10,41,Missed Shot,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,4,1,0,20241112,MIL,TOR,2024-25
41,Shot Chart Detail,0022400005,368,1629628,RJ Barrett,1610612761,Toronto Raptors,3,10,25,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,208,152,1,1,20241112,MIL,TOR,2024-25
42,Shot Chart Detail,0022400005,377,1630534,Ochai Agbaji,1610612761,Toronto Raptors,3,9,43,Made Shot,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,-6,1,1,20241112,MIL,TOR,2024-25
43,Shot Chart Detail,0022400005,382,1630558,Davion Mitchell,1610612761,Toronto Raptors,3,8,54,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-29,29,1,0,20241112,MIL,TOR,2024-25
44,Shot Chart Detail,0022400005,389,1629628,RJ Barrett,1610612761,Toronto Raptors,3,8,40,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,13,1,0,20241112,MIL,TOR,2024-25
45,Shot Chart Detail,0022400005,391,1627751,Jakob Poeltl,1610612761,Toronto Raptors,3,8,37,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,12,1,1,20241112,MIL,TOR,2024-25
46,Shot Chart Detail,0022400005,396,1630534,Ochai Agbaji,1610612761,Toronto Raptors,3,8,4,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,-8,1,0,20241112,MIL,TOR,2024-25
47,Shot Chart Detail,0022400005,408,1629628,RJ Barrett,1610612761,Toronto Raptors,3,7,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-208,173,1,0,20241112,MIL,TOR,2024-25
48,Shot Chart Detail,0022400005,414,1627751,Jakob Poeltl,1610612761,Toronto Raptors,3,6,45,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,16,1,0,20241112,MIL,TOR,2024-25
49,Shot Chart Detail,0022400005,422,1627751,Jakob Poeltl,1610612761,Toronto Raptors,3,6,17,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,21,1,0,20241112,MIL,TOR,2024-25
50,Shot Chart Detail,0022400005,424,1628449,Chris Boucher,1610612761,Toronto Raptors,3,6,13,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,17,1,0,20241112,MIL,TOR,2024-25
51,Shot Chart Detail,0022400005,429,1628449,Chris Boucher,1610612761,Toronto Raptors,3,5,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-208,170,1,1,20241112,MIL,TOR,2024-25
52,Shot Chart Detail,0022400005,433,1630558,Davion Mitchell,1610612761,Toronto Raptors,3,5,6,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,5,95,1,0,20241112,MIL,TOR,2024-25
53,Shot Chart Detail,0022400005,441,1641711,Gradey Dick,1610612761,Toronto Raptors,3,4,32,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,33,120,1,0,20241112,MIL,TOR,2024-25
54,Shot Chart Detail,0022400005,452,1628449,Chris Boucher,1610612761,Toronto Raptors,3,4,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-3,261,1,0,20241112,MIL,TOR,2024-25
55,Shot Chart Detail,0022400005,462,1641711,Gradey Dick,1610612761,Toronto Raptors,3,3,28,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,66,251,1,1,20241112,MIL,TOR,2024-25
56,Shot Chart Detail,0022400005,472,1628981,Bruno Fernando,1610612761,Toronto Raptors,3,3,1,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,11,1,1,20241112,MIL,TOR,2024-25
57,Shot Chart Detail,0022400005,484,1629628,RJ Barrett,1610612761,Toronto Raptors,3,2,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,165,211,1,0,20241112,MIL,TOR,2024-25
58,Shot Chart Detail,0022400005,489,1641711,Gradey Dick,1610612761,Toronto Raptors,3,2,0,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,4,26,1,0,20241112,MIL,TOR,2024-25
59,Shot Chart Detail,0022400005,503,1628981,Bruno Fernando,1610612761,Toronto Raptors,3,1,59,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-5,25,1,0,20241112,MIL,TOR,2024-25
60,Shot Chart Detail,0022400005,495,1641711,Gradey Dick,1610612761,Toronto Raptors,3,1,23,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-156,4,1,0,20241112,MIL,TOR,2024-25
61,Shot Chart Detail,0022400005,497,1628449,Chris Boucher,1610612761,Toronto Raptors,3,1,19,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20241112,MIL,TOR,2024-25
62,Shot Chart Detail,0022400005,509,1628449,Chris Boucher,1610612761,Toronto Raptors,3,1,17,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,223,-5,1,0,20241112,MIL,TOR,2024-25
63,Shot Chart Detail,0022400005,517,1628449,Chris Boucher,1610612761,Toronto Raptors,3,0,26,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,228,37,1,1,20241112,MIL,TOR,2024-25
64,Shot Chart Detail,0022400005,538,1628449,Chris Boucher,1610612761,Toronto Raptors,4,10,53,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-65,154,1,0,20241112,MIL,TOR,2024-25
65,Shot Chart Detail,0022400005,553,1641711,Gradey Dick,1610612761,Toronto Raptors,4,10,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,119,225,1,0,20241112,MIL,TOR,2024-25
66,Shot Chart Detail,0022400005,564,1642419,Jamison Battle,1610612761,Toronto Raptors,4,9,10,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-39,12,1,1,20241112,MIL,TOR,2024-25
67,Shot Chart Detail,0022400005,580,1641711,Gradey Dick,1610612761,Toronto Raptors,4,8,13,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,11,25,1,0,20241112,MIL,TOR,2024-25
68,Shot Chart Detail,0022400005,582,1627751,Jakob Poeltl,1610612761,Toronto Raptors,4,8,4,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20241112,MIL,TOR,2024-25
69,Shot Chart Detail,0022400005,585,1641711,Gradey Dick,1610612761,Toronto Raptors,4,7,51,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,8,1,1,20241112,MIL,TOR,2024-25
70,Shot Chart Detail,0022400005,608,1627751,Jakob Poeltl,1610612761,Toronto Raptors,4,6,44,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,11,1,1,20241112,MIL,TOR,2024-25
71,Shot Chart Detail,0022400005,613,1641711,Gradey Dick,1610612761,Toronto Raptors,4,6,19,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-174,199,1,0,20241112,MIL,TOR,2024-25
72,Shot Chart Detail,0022400005,619,1627751,Jakob Poeltl,1610612761,Toronto Raptors,4,6,10,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-50,122,1,0,20241112,MIL,TOR,2024-25
73,Shot Chart Detail,0022400005,623,1630534,Ochai Agbaji,1610612761,Toronto Raptors,4,5,48,Made Shot,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,6,1,1,20241112,MIL,TOR,2024-25
74,Shot Chart Detail,0022400005,630,1629628,RJ Barrett,1610612761,Toronto Raptors,4,5,9,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-163,60,1,1,20241112,MIL,TOR,2024-25
75,Shot Chart Detail,0022400005,641,1641711,Gradey Dick,1610612761,Toronto Raptors,4,4,24,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,6,1,0,20241112,MIL,TOR,2024-25
76,Shot Chart Detail,0022400005,649,1641711,Gradey Dick,1610612761,Toronto Raptors,4,3,29,Missed Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-241,65,1,0,20241112,MIL,TOR,2024-25
77,Shot Chart Detail,0022400005,652,1641711,Gradey Dick,1610612761,Toronto Raptors,4,2,54,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,13,1,0,20241112,MIL,TOR,2024-25
78,Shot Chart Detail,0022400005,656,1629628,RJ Barrett,1610612761,Toronto Raptors,4,2,9,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,134,227,1,0,20241112,MIL,TOR,2024-25
79,Shot Chart Detail,0022400005,681,1642419,Jamison Battle,1610612761,Toronto Raptors,4,1,38,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,8,1,1,20241112,MIL,TOR,2024-25
80,Shot Chart Detail,0022400005,687,1642419,Jamison Battle,1610612761,Toronto Raptors,4,1,8,Missed Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,15,1,0,20241112,MIL,TOR,2024-25
81,Shot Chart Detail,0022400005,694,1642347,Jamal Shead,1610612761,Toronto Raptors,4,0,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,102,231,1,0,20241112,MIL,TOR,2024-25
82,Shot Chart Detail,0022400005,708,202066,Garrett Temple,1610612761,Toronto Raptors,4,0,35,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,13,1,0,20241112,MIL,TOR,2024-25
83,Shot Chart Detail,0022400005,695,1628981,Bruno Fernando,1610612761,Toronto Raptors,4,0,32,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-32,49,1,0,20241112,MIL,TOR,2024-25
84,Shot Chart Detail,0022400005,697,1628981,Bruno Fernando,1610612761,Toronto Raptors,4,0,27,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,11,1,1,20241112,MIL,TOR,2024-25
85,Shot Chart Detail,0022400005,700,1628981,Bruno Fernando,1610612761,Toronto Raptors,4,0,8,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,17,1,0,20241112,MIL,TOR,2024-25
86,Shot Chart Detail,0022400011,9,1627751,Jakob Poeltl,1610612761,Toronto Raptors,1,11,25,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,11,1,1,20241115,TOR,DET,2024-25
87,Shot Chart Detail,0022400011,15,1627751,Jakob Poeltl,1610612761,Toronto Raptors,1,10,48,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-9,57,1,1,20241115,TOR,DET,2024-25
88,Shot Chart Detail,0022400011,19,1641711,Gradey Dick,1610612761,Toronto Raptors,1,10,21,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-9,50,1,1,20241115,TOR,DET,2024-25
89,Shot Chart Detail,0022400011,25,1630534,Ochai Agbaji,1610612761,Toronto Raptors,1,9,50,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,13,1,0,20241115,TOR,DET,2024-25
90,Shot Chart Detail,0022400011,29,1630534,Ochai Agbaji,1610612761,Toronto Raptors,1,9,40,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20241115,TOR,DET,2024-25
91,Shot Chart Detail,0022400011,34,1629628,RJ Barrett,1610612761,Toronto Raptors,1,9,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-161,209,1,0,20241115,TOR,DET,2024-25
92,Shot Chart Detail,0022400011,39,1629628,RJ Barrett,1610612761,Toronto Raptors,1,8,39,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-50,97,1,0,20241115,TOR,DET,2024-25
93,Shot Chart Detail,0022400011,41,1627751,Jakob Poeltl,1610612761,Toronto Raptors,1,8,35,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20241115,TOR,DET,2024-25
94,Shot Chart Detail,0022400011,43,1627751,Jakob Poeltl,1610612761,Toronto Raptors,1,8,34,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20241115,TOR,DET,2024-25
95,Shot Chart Detail,0022400011,46,1641711,Gradey Dick,1610612761,Toronto Raptors,1,8,23,Missed Shot,Hook Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,93,34,1,0,20241115,TOR,DET,2024-25
96,Shot Chart Detail,0022400011,51,1630558,Davion Mitchell,1610612761,Toronto Raptors,1,7,53,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,50,95,1,0,20241115,TOR,DET,2024-25
97,Shot Chart Detail,0022400011,54,1630534,Ochai Agbaji,1610612761,Toronto Raptors,1,7,42,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,13,1,1,20241115,TOR,DET,2024-25
98,Shot Chart Detail,0022400011,58,1630534,Ochai Agbaji,1610612761,Toronto Raptors,1,7,20,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-224,120,1,0,20241115,TOR,DET,2024-25
99,Shot Chart Detail,0022400011,62,1630558,Davion Mitchell,1610612761,Toronto Raptors,1,6,55,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,29,5,1,0,20241115,TOR,DET,2024-25
100,Shot Chart Detail,0022400011,64,1629628,RJ Barrett,1610612761,Toronto Raptors,1,6,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-213,146,1,1,20241115,TOR,DET,2024-25
101,Shot Chart Detail,0022400011,73,1628449,Chris Boucher,1610612761,Toronto Raptors,1,6,20,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,50,25,1,1,20241115,TOR,DET,2024-25
102,Shot Chart Detail,0022400011,77,1627751,Jakob Poeltl,1610612761,Toronto Raptors,1,5,47,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,15,1,1,20241115,TOR,DET,2024-25
103,Shot Chart Detail,0022400011,94,1641711,Gradey Dick,1610612761,Toronto Raptors,1,4,46,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-170,204,1,0,20241115,TOR,DET,2024-25
104,Shot Chart Detail,0022400011,104,1641711,Gradey Dick,1610612761,Toronto Raptors,1,4,6,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-55,111,1,1,20241115,TOR,DET,2024-25
105,Shot Chart Detail,0022400011,107,1630534,Ochai Agbaji,1610612761,Toronto Raptors,1,3,39,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,5,1,1,20241115,TOR,DET,2024-25
