Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Jayson Tatum,64,64.0,35.8,26.4,0.8,6.6,7.4,4.3,1.2,0.5,2.7,1.9,1.6,9.5,20.6,45.9,2.9,7.6,38.6,4.6,5.3,86.8,6.5,13.0,50.2,1.284,0.53,F,False
Jaylen Brown,58,58.0,34.5,24.7,1.2,4.8,6.0,3.4,1.2,0.6,2.7,2.9,1.2,9.3,19.2,48.4,2.8,7.1,39.7,3.3,4.3,76.4,6.5,12.1,53.6,1.287,0.56,G,False
Kemba Walker,43,43.0,31.8,19.3,0.4,3.6,4.0,4.9,1.1,0.3,2.0,1.4,2.4,6.6,15.7,42.0,3.0,8.2,36.0,3.1,3.5,89.9,3.7,7.5,48.6,1.226,0.51,PG,False
Marcus Smart,48,45.0,32.9,13.1,0.8,2.7,3.5,5.7,1.5,0.5,2.0,2.6,2.8,4.2,10.6,39.8,1.9,5.9,33.0,2.7,3.4,79.0,2.3,4.8,48.2,1.229,0.49,G,False
Evan Fournier,16,10.0,29.5,13.0,0.3,3.0,3.3,3.1,1.3,0.6,1.2,2.6,2.6,4.8,10.8,44.8,2.8,5.9,46.3,0.6,0.9,71.4,2.1,4.8,42.9,1.209,0.58,SG,True
Daniel Theis,42,37.0,24.5,9.5,1.3,4.0,5.2,1.6,0.6,1.0,1.0,2.9,1.6,3.8,6.9,55.2,0.8,2.3,34.7,1.1,1.6,68.7,3.0,4.6,65.3,1.378,0.61,C,True
Robert Williams III,52,13.0,18.9,8.0,2.6,4.3,6.9,1.8,0.8,1.8,1.0,2.0,1.8,3.6,5.0,72.1,0.0,0.0,0.0,0.9,1.4,61.6,3.6,4.9,72.7,1.616,0.72,C,False
Payton Pritchard,66,4.0,19.2,7.7,0.5,1.9,2.4,1.8,0.6,0.1,0.8,1.6,2.3,2.8,6.3,44.0,1.5,3.8,41.1,0.6,0.7,88.9,1.2,2.6,48.2,1.22,0.56,G,False
Tristan Thompson,54,43.0,23.8,7.6,3.1,5.0,8.1,1.2,0.4,0.6,1.1,2.2,1.1,3.1,6.0,51.8,0.0,0.1,0.0,1.3,2.2,59.2,3.1,6.0,52.3,1.255,0.52,C,False
Jeff Teague,34,5.0,18.1,6.9,0.3,1.4,1.7,2.1,0.8,0.2,1.1,1.3,1.9,2.3,5.5,41.5,0.8,1.6,46.4,1.5,1.8,83.6,1.5,3.9,39.4,1.239,0.48,PG,True
Jabari Parker,10,0.0,13.8,6.4,0.9,2.7,3.6,1.0,0.1,0.4,0.7,0.9,1.4,2.6,4.8,54.2,0.2,1.0,20.0,1.0,1.3,76.9,2.4,3.8,63.2,1.333,0.56,PF,True
Aaron Nesmith,46,1.0,14.5,4.7,0.6,2.2,2.8,0.5,0.3,0.2,0.5,1.9,1.0,1.7,3.9,43.8,0.9,2.3,37.0,0.5,0.6,78.6,0.8,1.5,54.3,1.225,0.55,G,False
Grant Williams,63,9.0,18.1,4.7,0.8,2.1,2.8,1.0,0.5,0.4,0.9,2.6,1.1,1.7,3.9,43.7,0.8,2.0,37.2,0.5,0.8,58.8,1.0,1.9,50.8,1.19,0.53,F,False
Semi Ojeleye,56,15.0,17.0,4.6,0.6,2.1,2.6,0.7,0.3,0.0,0.4,1.0,1.8,1.6,3.9,40.3,1.0,2.8,36.7,0.4,0.6,75.0,0.6,1.1,49.2,1.176,0.53,PF,False
Luke Kornet,18,2.0,14.1,4.4,0.7,2.2,2.9,1.1,0.1,1.4,0.3,1.1,3.3,1.9,4.1,47.3,0.5,2.0,25.0,0.1,0.1,50.0,1.4,2.1,68.4,1.081,0.53,C,True
Javonte Green,25,2.0,13.8,4.2,0.8,1.3,2.1,0.4,0.7,0.1,0.5,1.3,0.8,1.6,2.8,54.9,0.3,0.9,31.8,0.8,1.2,66.7,1.3,2.0,65.3,1.479,0.6,G,True
Carsen Edwards,31,1.0,8.9,4.0,0.1,0.7,0.8,0.5,0.2,0.0,0.2,0.8,2.0,1.5,3.6,42.3,0.6,2.0,28.6,0.4,0.4,84.6,0.9,1.5,60.4,1.108,0.5,PG,False
Tremont Waters,26,3.0,9.2,3.8,0.2,0.6,0.8,2.4,0.6,0.0,1.0,0.7,2.3,1.3,3.2,40.5,0.6,1.5,39.5,0.6,0.7,94.1,0.7,1.8,41.3,1.179,0.49,G,False
Romeo Langford,18,4.0,15.7,3.1,0.7,1.3,1.9,0.7,0.3,0.3,0.6,1.3,1.3,1.2,3.3,35.6,0.3,1.0,27.8,0.5,0.7,75.0,0.9,2.3,39.0,0.949,0.4,SG,False
Tacko Fall,19,0.0,7.2,2.5,0.8,1.9,2.7,0.2,0.1,1.1,0.3,1.2,0.5,1.1,1.5,72.4,0.0,0.0,0.0,0.3,0.8,33.3,1.1,1.5,72.4,1.621,0.72,C,False
Moritz Wagner,9,1.0,6.8,1.2,0.3,1.8,2.1,0.7,0.0,0.1,1.0,1.1,0.7,0.4,1.6,28.6,0.2,0.7,33.3,0.1,0.2,50.0,0.2,0.9,25.0,0.786,0.36,F,True
Total,72,,,112.6,10.6,33.6,44.3,23.5,7.7,5.3,13.4,20.4,1.8,41.5,88.9,46.6,13.6,36.4,37.4,16.1,20.8,77.5,27.9,52.5,53.0,1.267,0.54,Total,False
